Keyword;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Mar 2025;Searches: Apr 2025;Searches: May 2025;Searches: Jun 2025;Searches: Jul 2025;Searches: Aug 2025;Searches: Sep 2025;Searches: Oct 2025;Searches: Nov 2025;Searches: Dec 2025;Searches: Jan 2026;Searches: Feb 2026
lanterna traseira palio 2013;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2013 attractive;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2013 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2014;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2015;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2016;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 2016 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 96;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 98;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 98 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio 99 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio attractive;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira palio attractive 2012;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira palio attractive 2013 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio attractive 2014;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio attractive 2014 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio attractive 2015;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio attractive 2015 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio attractive original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio economy 2013 original;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira palio elx 2008 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio fire;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio fire 2004;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio fire 2015 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio g3;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio sporting 2013;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira palio sporting 2014;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio weekend;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira palio weekend 2001;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio weekend 2002;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio weekend 2005;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira palio weekend 2006;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio weekend 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio weekend 2010 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio weekend 97;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio weekend 98;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio weekend 99;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira palio weekend adventure 2005;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira pampa;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira para carreta;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira para carretinha;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira para carretinha de led;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira para carretinha reboque;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira para moto custom;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira para reboque;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira parachoque fiat toro;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira parati;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira parati 99;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira parati g2;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira parati g3;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira parati g3 fase 1;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira parati g3 fase 2;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira parati g3 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira parati g4;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira parati g4 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira parati quadrada;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira parati quadrada original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira parati surf 2009 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira passat;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira pcx 2020;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira personalizada;50;∞;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 106;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 2008;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 206 ano 2008;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 206 esportiva;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 206 iraniana;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 206 led;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 206 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 206 sw;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 206 sw escapade;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 206 tuning;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 207 hatch;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 207 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 207 passion;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 207 sedan;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 207 sw;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 207 sw escapade;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 208;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 208 original;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 3008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 307 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 307 sedan;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 308;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 308 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 408;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot 408 sedan 2012;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot expert;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira peugeot hoggar 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira picanto 2010;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira picasso;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira pick up corsa;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira pick up corsa 98;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira polo 2003;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo 2004;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo 2005;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo 2006;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo 2007;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo 2008;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira polo 2010;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira polo 2018;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo 2018 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo 2019;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo 2019 original;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo 2020;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira polo 2020 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo classic 98;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo gts;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo hatch;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo hatch 2003;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo hatch 2003 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo hatch original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo sedan;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo sedan 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo sedan 2009;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo sedan 2010;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira polo sedan original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira pop 100 original honda;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira pradolux;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2007;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2008;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2009;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2010;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2010 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2012;50;0%;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2012 original;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2013;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2013 original;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2014 original;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2015 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2016;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2016 original;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2017;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2018;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2018 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma 2019 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma joy 2018 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma joy 2019;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma joy 2019 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma ltz 2015 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prisma original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira prius 2018;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira pt cruiser;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira pt cruiser 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira punto;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira punto 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira punto 2008 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira punto 2010;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira punto 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira punto 2012;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira punto 2013 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira punto 2016;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira punto attractive 2013;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira punto original;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira randon;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira randon led;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2000;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2001;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2005;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2006;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2007;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2008 original;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2009;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2010;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2010 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2012;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2013;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2014;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2015;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2017;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2018;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2018 original;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2019;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2019 original;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2020;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2020 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 2021;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 97;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger 98;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira ranger raptor;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira reboque;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira reboque led;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira redonda;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira redonda led;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira redonda universal;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira renault clio;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira renault clio 2001;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira renault clio 2002;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira renault master;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira renault master 2014;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira renault master original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira renault sandero;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira renault sandero stepway;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira renault symbol;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira renegade;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira renegade 2022;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 2000;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 2001;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 2009;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 2011;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 2013 original;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 2015;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 2015 ltz original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 2017;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 2018 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 2019;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 2020;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 2021;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 2022;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 2022 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 96;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 97;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 98;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 led;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira s10 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2009;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2009 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2010;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2010 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2011 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2012 lado direito;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2012 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2014 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2015;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2015 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2016;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2016 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2017;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2017 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2018;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2018 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2019;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2020;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero 2021;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero gt line 2013;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero stepway;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero stepway 2012;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero stepway 2013;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero stepway 2014;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero stepway 2015;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira sandero stepway 2020;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira santa fe 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira santa fe 2012;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira santana;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira santana 2000;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira santana 89;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira santana 93;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira santana 95;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira santana 96;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira santana 97;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira santana quantum 89;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro 2012;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro 2013;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro 2014;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro 2015;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro 2015 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro 2016;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro 2017;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro 99;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro cross;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro cross g5;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro cross g6 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro cross g7;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro g3;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro g3 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro g5 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro g6;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
lanterna traseira saveiro g6 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
